Time	DOF 1	DOF 2	DOF 3	DOF 4	DOF 5	DOF 6	DOF 7	DOF 8	DOF 9	DOF 10
3.401700850425212752e-01	3.033457873793625383e-03	5.213513119723706124e-03	6.509659043905168668e-03	7.139593831133794234e-03	7.452476684934408215e-03	7.613961349409143799e-03	7.718643191157367571e-03	7.903408646735991805e-03	8.169781988774027157e-03	8.309884087769446245e-03
3.451725862931465660e-01	3.084879957588508061e-03	5.318292320205719216e-03	6.669232383246035366e-03	7.338094514067780398e-03	7.674556578640658738e-03	7.842570713723519618e-03	7.946701224446083706e-03	8.124514290925735974e-03	8.382195778748408044e-03	8.527771134410515666e-03
3.501750875437718569e-01	3.136130805494028676e-03	5.422876722442681284e-03	6.829086579982287727e-03	7.538107332078006206e-03	7.898658914307975926e-03	8.073437069175794581e-03	8.177667580042352266e-03	8.348144176475242456e-03	8.596340915972649349e-03	8.747664410237299473e-03
3.551775887943972032e-01	3.187204924767381934e-03	5.527252714973906328e-03	6.989157710777037236e-03	7.739572446348820869e-03	8.124693858791227907e-03	8.306482796022323159e-03	8.411470952311348587e-03	8.574213713875103796e-03	8.812122804432290235e-03	8.969468119211806631e-03
3.601800900450224940e-01	3.238097036030921846e-03	5.631407166028173580e-03	7.149382641843700717e-03	7.942430139415011109e-03	8.352571742270496410e-03	8.541630661648867348e-03	8.648040527829059174e-03	8.802639317010411968e-03	9.029448512553427467e-03	9.193088396286351258e-03
3.651825912956478404e-01	3.288802071886129819e-03	5.735327411420565284e-03	7.309699036520404987e-03	8.146620815285561534e-03	8.582203067697321761e-03	8.778803821434437785e-03	8.887305978386921684e-03	9.033338406111804039e-03	9.248226785040598516e-03	9.418433321795377164e-03
3.701850925462731312e-01	3.339315175367668989e-03	5.839001242550393746e-03	7.470045362977735352e-03	8.352085000294915546e-03	8.813498520962323099e-03	9.017925820369842790e-03	9.129197454951037266e-03	9.266229411710954350e-03	9.468368055046682066e-03	9.645412936291059350e-03
3.751875937968984220e-01	3.389631698238604676e-03	5.942416894498614779e-03	7.630360902039366039e-03	8.558763344659792507e-03	9.046368981760489689e-03	9.258920595407983678e-03	9.373645582549969962e-03	9.501231779554992346e-03	9.689784456631749671e-03	9.873939255769341450e-03
3.801900950475237684e-01	3.439747920332287320e-03	6.045562235212058148e-03	7.790585510025579107e-03	8.766583577479314035e-03	9.280722957908363671e-03	9.501716697771198789e-03	9.620575593192941949e-03	9.738261264486847146e-03	9.912411530588739056e-03	1.010392477185103471e-02
3.851925962981490592e-01	3.489691373309847071e-03	6.148423332991794811e-03	7.950651036416366002e-03	8.974882155241852358e-03	9.516357890827898888e-03	9.746505477222227806e-03	9.869729899970640374e-03	9.977222380994920509e-03	1.013733811615695826e-02	1.033532705021190760e-02
3.901950975487743500e-01	3.539445681532582544e-03	6.251171768601656957e-03	8.110518914202710650e-03	9.183425634476466426e-03	9.753220316501278256e-03	9.993721695371743374e-03	1.012146161348870775e-02	1.021930610294303175e-02	1.036588246218360029e-02	1.056878304830795832e-02
3.951975987993996964e-01	3.588955980126286131e-03	6.353683448865112340e-03	8.270169524590961774e-03	9.392172737505406419e-03	9.991375158266280546e-03	1.024326757290531555e-02	1.037557542209847916e-02	1.046461939119661122e-02	1.059806728142845093e-02	1.080431081869263031e-02
4.002001000500249872e-01	3.638263188219788800e-03	6.455920798819191758e-03	8.429536181684552446e-03	9.600986911673391883e-03	1.023062696118388210e-02	1.049500483332270820e-02	1.063189592050019054e-02	1.071292461973820387e-02	1.083369133231388420e-02	1.104168621725063262e-02
4.052026013006503335e-01	3.687384521440714973e-03	6.557864023760316685e-03	8.588557418246772421e-03	9.809771278947563081e-03	1.047083668398031582e-02	1.074883050747207740e-02	1.089030745726772033e-02	1.096405684229852587e-02	1.107261957203638930e-02	1.128076045102407825e-02
4.102051025512756244e-01	3.736315210372174143e-03	6.659493179861929006e-03	8.747179014035426359e-03	1.001845846644681785e-02	1.071192035633559796e-02	1.100465983422265273e-02	1.115071909885340280e-02	1.121790218229142856e-02	1.131476303859003940e-02	1.152143946295188133e-02
4.152076038019009152e-01	3.785050567603337468e-03	6.760788647611734418e-03	8.905347656686360761e-03	1.022698195956030752e-02	1.095379461228184956e-02	1.126240823326067966e-02	1.141304058232862559e-02	1.147434790732550225e-02	1.156003345401867763e-02	1.176363136744641019e-02
4.202101050525262615e-01	3.833585985661500800e-03	6.861731123766420977e-03	9.063010949496240129e-03	1.043527611292545398e-02	1.119637670426474989e-02	1.152199131512844296e-02	1.167718232470918611e-02	1.173328245364441830e-02	1.180834323697275111e-02	1.200724647208476110e-02
4.252126063031515524e-01	3.881916934873750041e-03	6.962301613395779215e-03	9.220117419113615237e-03	1.064327616154823672e-02	1.143958451748793015e-02	1.178332489185947123e-02	1.194305543281186897e-02	1.199459545097628088e-02	1.205960551561305501e-02	1.225219729910564416e-02
4.302151075537768987e-01	3.930038961159831694e-03	7.062481422014846473e-03	9.376616523121942409e-03	1.085091823204510121e-02	1.168333658452111803e-02	1.204632498818985174e-02	1.221057171361749141e-02	1.225817774775312535e-02	1.231373414083074963e-02	1.249839860667090012e-02
4.352176088044021895e-01	3.977947683757818501e-03	7.162252147802633875e-03	9.532458657498776508e-03	1.105813935398600525e-02	1.192755210015284881e-02	1.231090785332645925e-02	1.247964368511559133e-02	1.252392143666166552e-02	1.257064369975395036e-02	1.274576740985017449e-02
4.402201100550274804e-01	4.025638792884305740e-03	7.261595673906069866e-03	9.687595163935419293e-03	1.126487747131846295e-02	1.217215093646867308e-02	1.257698997325230536e-02	1.275018458760590959e-02	1.279171988048752491e-02	1.283024952951176967e-02	1.299422300128963599e-02
4.452226113056528267e-01	4.073108047330810909e-03	7.360494160827854918e-03	9.841978337001941468e-03	1.147107145385260589e-02	1.241705365813627893e-02	1.284448808355027373e-02	1.302210839543255574e-02	1.306146773821588274e-02	1.309246773122749868e-02	1.324368697152634999e-02
4.502251125562781175e-01	4.120351271998193461e-03	7.458930038896822295e-03	9.995561431142423875e-03	1.167666110878730346e-02	1.266218153787915940e-02	1.311331918272628724e-02	1.329532982912632125e-02	1.333306099135194746e-02	1.335721518421338107e-02	1.349408322890982385e-02
4.552276138069034639e-01	4.167337140071078125e-03	7.556905038507624219e-03	1.014840965209197476e-02	1.188170479728663416e-02	1.290749162636018951e-02	1.338333875811273561e-02	1.356992797903373155e-02	1.360659143025788088e-02	1.362446831381256170e-02	1.374582597053792578e-02
4.602301150575287547e-01	4.213978308845347902e-03	7.654460372054619835e-03	1.030081786169697103e-02	1.208650416513811464e-02	1.315301394269367645e-02	1.365427527460452706e-02	1.384631982635290727e-02	1.388255290376442207e-02	1.389432541346244387e-02	1.400033716953941881e-02
4.652326163081540455e-01	4.260264256065736041e-03	7.751583802916669173e-03	1.045276886396764686e-02	1.229103011938757414e-02	1.339868038921475379e-02	1.392603177860560551e-02	1.412446166395048622e-02	1.416089217963774696e-02	1.416671988126175750e-02	1.425766488288760306e-02
4.702351175587793919e-01	4.306190360202626945e-03	7.848259246232202821e-03	1.060422261249005169e-02	1.249522929242561156e-02	1.364441611109170477e-02	1.419852490761648080e-02	1.440427544409991593e-02	1.444151569057033034e-02	1.444157333321166060e-02	1.451775476250377964e-02
4.752376188094046827e-01	4.351752190484628469e-03	7.944470754085143638e-03	1.075513949052987576e-02	1.269904871594327959e-02	1.389014686356752036e-02	1.447167194846473402e-02	1.468568310258209011e-02	1.472433034052652266e-02	1.471880793900071267e-02	1.478055239917219245e-02
4.802401200600300291e-01	4.396945504884642100e-03	8.040202507893551634e-03	1.090548031351345516e-02	1.290243582890898168e-02	1.413579902717843756e-02	1.474539085501767356e-02	1.496860656805666830e-02	1.500924352604652429e-02	1.499834643517300968e-02	1.504600332530145121e-02
4.852426213106553199e-01	4.441766247941962738e-03	8.135438810951800548e-03	1.105520633171294675e-02	1.310533848595058816e-02	1.438129962318609317e-02	1.501960026600485457e-02	1.525296777236724924e-02	1.529616315835591669e-02	1.528011213857175671e-02	1.531405301912164806e-02
4.902451225612806107e-01	4.486210548422063862e-03	8.230164081125304273e-03	1.120427923312443223e-02	1.330770496612601432e-02	1.462657632920696081e-02	1.529421952293182931e-02	1.553868866175929855e-02	1.558499768625247126e-02	1.556402896003706779e-02	1.558464691029356509e-02
4.952476238119059571e-01	4.530274716815781144e-03	8.324362843696366324e-03	1.135266114652777429e-02	1.350948398206501880e-02	1.487155749502261023e-02	1.556916868806731968e-02	1.582569120898879786e-02	1.587565611974072963e-02	1.585002141833603481e-02	1.585773038690532419e-02
5.002501250625313034e-01	4.573955242679699461e-03	8.418019724359817463e-03	1.150031464471711583e-02	1.371062468946489428e-02	1.511617215855465095e-02	1.584436856248512202e-02	1.611389742629971977e-02	1.616804805438613879e-02	1.613801465430479698e-02	1.613324880383211132e-02
5.052526263131565942e-01	4.617248672975707291e-03	8.511118729906735556e-03	1.164720162817641826e-02	1.391107445655546081e-02	1.536034895958301658e-02	1.611973975113972779e-02	1.640322775859878388e-02	1.646208189940420383e-02	1.642793308636951791e-02	1.641114530582307371e-02
5.102551275637818851e-01	4.660144398925988342e-03	8.603616104295670752e-03	1.179324601304034860e-02	1.411070310905900710e-02	1.560397924852334299e-02	1.639516942532654245e-02	1.669355013474557031e-02	1.675761354650660839e-02	1.671966316903061509e-02	1.669129976320136294e-02
