Time	DOF 1	DOF 2	DOF 3	DOF 4	DOF 5	DOF 6	DOF 7	DOF 8	DOF 9	DOF 10
1.350675337668834353e-01	9.584147398532561770e-05	1.260793742945073587e-04	1.332045219635682272e-04	1.286210257431062557e-04	1.177925315685379254e-04	9.645548677660899500e-05	6.356071083690724790e-05	2.819206680999971574e-05	-4.140103116122477836e-06	-1.698074992971550828e-05
1.400700350175087538e-01	1.009503496214392493e-04	1.323230886029983921e-04	1.390634839939494985e-04	1.338946279879934642e-04	1.225085573210236544e-04	1.015298651311364036e-04	6.986453438722051688e-05	3.575756543753932996e-05	3.789147476623871657e-06	-8.814129880813004241e-06
1.450725362681340724e-01	1.062654742330829518e-04	1.389416054880940809e-04	1.453721842424552800e-04	1.396373805632901823e-04	1.276929872159673907e-04	1.070579659063023310e-04	7.664616912163345688e-05	4.381352963536170670e-05	1.225972240766700052e-05	-1.112036146539161822e-07
1.500750375187593633e-01	1.117905019448627344e-04	1.459448563919439699e-04	1.521458532392231864e-04	1.458669039587819083e-04	1.333664383462345240e-04	1.130620619479093226e-04	8.392470082924816880e-05	5.237845519255662020e-05	2.129067979957966977e-05	9.147745127600384157e-06
1.550775387693846818e-01	1.175290230475815629e-04	1.533425373465375152e-04	1.593992710682909245e-04	1.526004488641005880e-04	1.395490335873914283e-04	1.195639209021537894e-04	9.171862486442041134e-05	6.147014357533229329e-05	3.090024029612016586e-05	1.898156355589570570e-05
1.600800400200100004e-01	1.234845639108049454e-04	1.611441131977468582e-04	1.671467745015080004e-04	1.598549039814365453e-04	1.462604096640997612e-04	1.265848158826200971e-04	1.000458617893711289e-04	7.110571848547829758e-05	4.110580066688565007e-05	2.940824282265115704e-05
1.650825412706353190e-01	1.296605868914524578e-04	1.693588217003749654e-04	1.754022639727204037e-04	1.676468035610007804e-04	1.535197250039448374e-04	1.341455358521585544e-04	1.089237726950199344e-04	8.130164202841192031e-05	5.192394724104526282e-05	4.044493085038914086e-05
1.700850425212606376e-01	1.360604902385828237e-04	1.779956774870686351e-04	1.841792103983032173e-04	1.759923346672560439e-04	1.613456673857252099e-04	1.422663957276054658e-04	1.183691742082256898e-04	9.207373050544473371e-05	6.337046918188511376e-05	5.210794501062522132e-05
1.750875437718859284e-01	1.426876079944871243e-04	1.870634759138804424e-04	1.934906618497585847e-04	1.849073441838228779e-04	1.697564613894795118e-04	1.509672462149942544e-04	1.283983531937168130e-04	1.034371698443068105e-04	7.546037161313442869e-05	6.441278466832192845e-05
1.800900450225112470e-01	1.495452098922676345e-04	1.965707967852697044e-04	2.033492500841440340e-04	1.944073455648490719e-04	1.787698756550096658e-04	1.602674833829232227e-04	1.390270811586420989e-04	1.154065306814447780e-04	8.820788860794111317e-05	7.737414360556639796e-05
1.850925462731365656e-01	1.566365012500295297e-04	2.065260079613252646e-04	2.137671969377210018e-04	2.045075253402994320e-04	1.884032299556790834e-04	1.701860579814313287e-04	1.502706283673016963e-04	1.279957831093975023e-04	1.016264960504848332e-04	9.100592233768857908e-05
1.900950475237618842e-01	1.639646228618651708e-04	2.169372688499735067e-04	2.247563205883273973e-04	2.152227493828065075e-04	1.986734020940842250e-04	1.807414845136752165e-04	1.621437776738625716e-04	1.412183111019752108e-04	1.157289243802456480e-04	1.053212403343630507e-04
1.950975487743871750e-01	1.715326507234994548e-04	2.278125332949501993e-04	2.363280416306105575e-04	2.265675689635136467e-04	2.095968347948733276e-04	1.919518501250241070e-04	1.746608383554521286e-04	1.550869273382126203e-04	1.305271721502922232e-04	1.203324495254468269e-04
2.001000500250124936e-01	1.793434719644908118e-04	2.391591770115658784e-04	2.484933425422431266e-04	2.385562420399242741e-04	2.211896713485980508e-04	2.038348671469032334e-04	1.878358697576247474e-04	1.696144282528244305e-04	1.460332230662069472e-04	1.360521911513954438e-04
2.051025512756378122e-01	1.873995665727976696e-04	2.509833392790445619e-04	2.612626916565340823e-04	2.512027660888547999e-04	2.334679892017706593e-04	2.164079588131503256e-04	2.016830645506532071e-04	1.848145601406780861e-04	1.622602983601924363e-04	1.524952465953636452e-04
2.101050525262631308e-01	1.957032975296146675e-04	2.632908060764346673e-04	2.746461579516414845e-04	2.645208472505693664e-04	2.464475039280358088e-04	2.296881645065224184e-04	2.162162689230554870e-04	2.007007650312392312e-04	1.792212194508395235e-04	1.696761028117773002e-04
2.151075537768884494e-01	2.042569705494157281e-04	2.760871945493236466e-04	2.886534392121370808e-04	2.785238980355686815e-04	2.601435129839275323e-04	2.436921264738268241e-04	2.314488935177280791e-04	2.172859322938953540e-04	1.969280799932874345e-04	1.876084596652155285e-04
2.201100550275137402e-01	2.130628336890501686e-04	2.893779550628728129e-04	3.032938675077236404e-04	2.932250423420364378e-04	2.745709019410370703e-04	2.584360976517036351e-04	2.473939261685180122e-04	2.345824125382239573e-04	2.153922596107168085e-04	2.063052440562099720e-04
2.251125562781390588e-01	2.221230769582955720e-04	3.031683731694226986e-04	3.185764145754096401e-04	3.086371202825950342e-04	2.897441505776432186e-04	2.739359492901361349e-04	2.640639443954624762e-04	2.526020312554863633e-04	2.346244375447887936e-04	2.257786239950747059e-04
2.301150575287643774e-01	2.314398319319152075e-04	3.174635714930709989e-04	3.345096971093052094e-04	3.247726928266924198e-04	3.056773388352201568e-04	2.902071783797265797e-04	2.814711276645234729e-04	2.713561022114179271e-04	2.546346062317663946e-04	2.460400226328456801e-04
2.351175587793896959e-01	2.410151713633455739e-04	3.322685115335435348e-04	3.511019819620962560e-04	3.416440462648315897e-04	3.223841526450538187e-04	3.072649148886602371e-04	2.996272694177494044e-04	2.908554406001836903e-04	2.754320848107680970e-04	2.671001322578747780e-04
2.401200600300150145e-01	2.508511086940888460e-04	3.475879952264216235e-04	3.683611913837874451e-04	3.592631966657129769e-04	3.398778900146440544e-04	3.251239291314303470e-04	3.185437894602367284e-04	3.111103765431019502e-04	2.970255330519921098e-04	2.889689287427311742e-04
2.451225612806403054e-01	2.609491790797712602e-04	3.634260136295503689e-04	3.862953884421663317e-04	3.776425451663937183e-04	3.581729855333109103e-04	3.437998882742610506e-04	3.382340390429865911e-04	3.321330358121731864e-04	3.194248662829744551e-04	3.116575679123937759e-04
2.501250625312656517e-01	2.713094954696225383e-04	3.797842766651262822e-04	4.049138648081817898e-04	3.967963497168063903e-04	3.772884396207366073e-04	3.633121798107076311e-04	3.587184819682583299e-04	3.539424646288995301e-04	3.426455549497116012e-04	3.351826426093248057e-04
2.551275637818909425e-01	2.819318493739201778e-04	3.966639323098176788e-04	4.242258819435113567e-04	4.167390159380348095e-04	3.972438282001670615e-04	3.836806308087798985e-04	3.800186724842146693e-04	3.765586756983470827e-04	3.667036357289622187e-04	3.595612447403837703e-04
2.601300650325162334e-01	2.928159924952749649e-04	4.140660079365004044e-04	4.442403522784444682e-04	4.374846620904914015e-04	4.180582846376111844e-04	4.049246723920103168e-04	4.021557211021898020e-04	4.000011323204652751e-04	3.916144437021422831e-04	3.848097110135438397e-04
2.651325662831415797e-01	3.039616376731467070e-04	4.319914137405399886e-04	4.649658424475585088e-04	4.590471205407586604e-04	4.397505001031993405e-04	4.270633420110368284e-04	4.251502981329498667e-04	4.242887531487066904e-04	4.173926195791707286e-04	4.109436309478445206e-04
2.701350675337668705e-01	3.153684598165775073e-04	4.504409460794947789e-04	4.864105764781377411e-04	4.814399391122691331e-04	4.623387238862124377e-04	4.501152856039907705e-04	4.490226371063456377e-04	4.494399168448853766e-04	4.440521169535719998e-04	4.379778549586468860e-04
2.751375687843921614e-01	3.270360977132763308e-04	4.694152883923086682e-04	5.085824366704468080e-04	5.046763806474252731e-04	4.858407586059610046e-04	4.740987555395706856e-04	4.737925317754770665e-04	4.754724624088402804e-04	4.716062145016564110e-04	4.659265037290873839e-04
2.801400700350175077e-01	3.389643014968910135e-04	4.889150238568337487e-04	5.314888903026829129e-04	5.287692158244554266e-04	5.102736126112539326e-04	4.990313056759264516e-04	4.994791823660447300e-04	5.024038260024088400e-04	5.000682400397736451e-04	4.948034504352191113e-04
2.851425712856427985e-01	3.511530851556868543e-04	5.089407160880723459e-04	5.551369647058992766e-04	5.537305204601933881e-04	5.356532240785630804e-04	5.249295395435462763e-04	5.261011880378906611e-04	5.302513249151620794e-04	5.294523034686840187e-04	5.246228667564797193e-04
2.901450725362681449e-01	3.636024710229837794e-04	5.294928483100526341e-04	5.795333472393265082e-04	5.795720314391187645e-04	5.619950129078535262e-04	5.518096065091337163e-04	5.536767232652413341e-04	5.590318405531908338e-04	5.597720703757134422e-04	5.553983829450032062e-04
2.951475737868934357e-01	3.763124126450302447e-04	5.505717634137743868e-04	6.046843169471437414e-04	6.063051740442548278e-04	5.893140854716595513e-04	5.796874284176869140e-04	5.822237611330402605e-04	5.887621991605510594e-04	5.910409319787024700e-04	5.871436212247505004e-04
3.001500750375187265e-01	3.892827711913811719e-04	5.721776399124529899e-04	6.305957030451929879e-04	6.339410516253155209e-04	6.176253121890692022e-04	6.085787932695049069e-04	6.117601941714552113e-04	6.194594177139740258e-04	6.232721947800719730e-04	6.198725635214852705e-04
3.051525762881440729e-01	4.025133800698297345e-04	5.943105655508986677e-04	6.572730041618050087e-04	6.624904750584623570e-04	6.469431269467906202e-04	6.384991177589766694e-04	6.423035321297565926e-04	6.511400816649806893e-04	6.564786154249310128e-04	6.535986277095099392e-04
3.101550775387693637e-01	4.160040517487077327e-04	6.169705468254492843e-04	6.847214022618125159e-04	6.919639660296246497e-04	6.772815086727229303e-04	6.694634265637223027e-04	6.738708766910534364e-04	6.838202911559501749e-04	6.906723644889297374e-04	6.883345898299048343e-04
3.151575787893947100e-01	4.297545785399019313e-04	6.401575117515841736e-04	7.129457655760971851e-04	7.223717575333103583e-04	7.086539818967330356e-04	7.014863541722481414e-04	7.064789249945558529e-04	7.175156664554487203e-04	7.258650350347224276e-04	7.240925945866100557e-04
3.201600800400200009e-01	4.437647333639864835e-04	6.638713125515587586e-04	7.419506515139352590e-04	7.537237943133284161e-04	7.410736173175018829e-04	7.345821466568516018e-04	7.401439730985550410e-04	7.522413533638368449e-04	7.620676512401844535e-04	7.608841659608548422e-04
3.251625812906452917e-01	4.580342704969789409e-04	6.881117282628746324e-04	7.717403095605929056e-04	7.860297332504322066e-04	7.745530323803597687e-04	7.687646633971861572e-04	7.748819193897835394e-04	7.880120285964399302e-04	7.992906771019579705e-04	7.987202179478601139e-04
3.301650825412706380e-01	4.725629262981529202e-04	7.128784672684147306e-04	8.023186841625541904e-04	8.192989437018244640e-04	8.091043918707523704e-04	8.040473787595378476e-04	8.107082679447129032e-04	8.248419051512627387e-04	8.375440252172328863e-04	8.376110654191456194e-04
3.351675837918959289e-01	4.873504196781572990e-04	7.381711695672378863e-04	8.336894170478753802e-04	8.535405075600588322e-04	8.447394085193049226e-04	8.404433835194351395e-04	8.476381322072839165e-04	8.627447378683613874e-04	8.768370661628604491e-04	8.775664361651465146e-04
3.401700850425212752e-01	5.023963307245586391e-04	7.639893167863240266e-04	8.658555683345021915e-04	8.887630989957973331e-04	8.814693393032828036e-04	8.779652760784516317e-04	8.856864207980486448e-04	9.017339307752822008e-04	9.171788997718387888e-04	9.185960163820729293e-04
3.451725862931465660e-01	5.176998972619767858e-04	7.903320800335481835e-04	8.988191482475834000e-04	9.249747831621267947e-04	9.193049788618920613e-04	9.166249794531645132e-04	9.248681459776756080e-04	9.418227129883068862e-04	9.585788028214490457e-04	9.607103554672661184e-04
3.501750875437718569e-01	5.332602768684431300e-04	8.171985198988662453e-04	9.325817232966527497e-04	9.621832744425522612e-04	9.582566694827920071e-04	9.564339791976459500e-04	9.651980360261879031e-04	9.830239256952927416e-04	1.001045676434574689e-03	1.003919733193386465e-03
3.551775887943972032e-01	5.490765991082650725e-04	8.445876276556277176e-04	9.671445382553110585e-04	1.000395987572142830e-03	9.983343036729984497e-04	9.974033716051503018e-04	1.006690461269524285e-03	1.025349984419448354e-03	1.044587944378213033e-03	1.048233945312522682e-03
3.601800900450224940e-01	5.651479666025230678e-04	8.724983276907285904e-04	1.002508520092321902e-03	1.039620038245853096e-03	1.039547324953839051e-03	1.039543865644176109e-03	1.049359436561369879e-03	1.068812884033543565e-03	1.089213561361006624e-03	1.093662313180931295e-03
3.651825912956478404e-01	5.814734560930285732e-04	9.009294798739400298e-04	1.038674281940229257e-03	1.079862243725588332e-03	1.081904728701311167e-03	1.082865784896914303e-03	1.093218623727502123e-03	1.113424203786395322e-03	1.134930021389066656e-03	1.140213693454628736e-03
3.701850925462731312e-01	5.980521194989459619e-04	9.298798818669374308e-04	1.075642127102186983e-03	1.121129123449667812e-03	1.125415063035494195e-03	1.127379069503933176e-03	1.138281333977631893e-03	1.159195112346592116e-03	1.181744366181863458e-03	1.187896487858123825e-03
3.751875937968984220e-01	6.148829849652953866e-04	9.593482713725640185e-04	1.113412053097672131e-03	1.163426899648418219e-03	1.170086429762612302e-03	1.173093278118782831e-03	1.184560530289244891e-03	1.206136372868395461e-03	1.229663193649753331e-03	1.236718653028342271e-03
3.801900950475237684e-01	6.319650580977263484e-04	9.893333281085010984e-04	1.151983755681196741e-03	1.206761494437663543e-03	1.215926484675557920e-03	1.220017591018211041e-03	1.232068828181390662e-03	1.254258346809249787e-03	1.278692672306204741e-03	1.286687710025425507e-03
3.851925962981490592e-01	6.492973913386541505e-04	1.019833625577556491e-03	1.191356611093929768e-03	1.251137270576970374e-03	1.262942194109920382e-03	1.268161275585365146e-03	1.280817996912318171e-03	1.303570702712945114e-03	1.328840777241380383e-03	1.337810696079079400e-03
3.901950975487743500e-01	6.668791183197027728e-04	1.050848190071281257e-03	1.231529706774865500e-03	1.296555648258634723e-03	1.311139703689216283e-03	1.317535526454621103e-03	1.330819927002693153e-03	1.354085903331244106e-03	1.380122925899993731e-03	1.390096224382410608e-03
3.951975987993996964e-01	6.847091389571471464e-04	1.082376202546662513e-03	1.272502015598144095e-03	1.343017809788999697e-03	1.360525366321640572e-03	1.368152362642794349e-03	1.382087195119075353e-03	1.405820273050956094e-03	1.432557529008195640e-03	1.443554855604753167e-03
4.002001000500249872e-01	7.027863019027115465e-04	1.114416351593970535e-03	1.314272297515075519e-03	1.390524460508606045e-03	1.411105244853988819e-03	1.420023091168710243e-03	1.434631255207492956e-03	1.458789415862520467e-03	1.486162332576126000e-03	1.498196441259738851e-03
